description,unspsc_code
Order of Red Washington apples 1kg,50192101
Line item: Banana bunch large,50192102
Shipment: 25 x Pro business laptop,43211503
Dual-band WiFi 6 router for site delivery,43222609
Order of Panel made of concrete,30111504
"Invoice: Wall coating matte white, qty 12",31211504
Purchased: 12-pack eggs - 25 units,50131705
Supply of 10mm rebar,30102307
Line item: Organic apples pack,50192101
Matte white emulsion 5L for site delivery,31211504
Mild steel bars for site delivery,30102307
Purchased: Cavendish bananas 1kg - 1 units,50192102
Acquired 10 units of Dozen large eggs,50131705
Basmati rice 2kg for site delivery,50201700
"Invoice: White jasmine rice, qty 50",50201700
Supply of Wall coating matte white,31211504
Line item: Heavy concrete board,30111504
Order of Long grain white rice,50201700
"Invoice: Construction steel rods, qty 12",30102307
Shipment: 10 x Electric cable insulated,26121505
Workstation laptop for site delivery,43211503
Supply of Organic hen eggs,50131705
Shipment: 10 x Basmati rice 2kg,50201700
Order of Long grain white rice,50201700
Line item: Dozen large eggs,50131705
Supply of Loose apples (kg),50192101
Order of Heavy concrete board,30111504
Shipment: 5 x Reinforcement bar bundle,30102307
"Procurement request: Fresh gala apples, 12 pcs",50192101
"Procurement request: Electric cable insulated, 25 pcs",26121505
Acquired 1 units of Flexible wire 1.5mm,26121505
"Procurement request: Construction steel rods, 25 pcs",30102307
Shipment: 25 x Concrete wall unit,30111504
Supply of 10mm rebar,30102307
Requisition for Organic bananas,50192102
Line item: Wall panel concrete 1x2m,30111504
Supply of House wiring cable,26121505
Line item: Gigabit router,43222609
Requisition for Panel made of concrete,30111504
"Invoice: Red Washington apples 1kg, qty 2",50192101
Shipment: 25 x Fresh ripe bananas,50192102
Purchased: Organic hen eggs - 50 units,50131705
"Invoice: Matte white emulsion 5L, qty 25",31211504
White jasmine rice for site delivery,50201700
Concrete wall unit for site delivery,30111504
"Procurement request: Organic bananas, 12 pcs",50192102
"Procurement request: Fresh gala apples, 1 pcs",50192101
"Invoice: Fresh white eggs, qty 25",50131705
Purchased: Panel made of concrete - 2 units,30111504
Shipment: 25 x Office laptop 512GB SSD,43211503
Purchased: Laptop with 16GB RAM - 25 units,43211503
Acquired 50 units of Reinforcement bar bundle,30102307
Line item: Matte white emulsion 5L,31211504
Order of Cavendish bananas 1kg,50192102
"Procurement request: Steel rebars 10mm, 50 pcs",30102307
Acquired 50 units of Steamed white rice,50201700
"Invoice: Banana bunch large, qty 25",50192102
Purchased: Flexible wire 1.5mm - 50 units,26121505
Shipment: 12 x Wall coating matte white,31211504
Line item: Broadband router,43222609
Shipment: 10 x Steel rebars 10mm,30102307
Line item: Basmati rice 2kg,50201700
Supply of Mild steel bars,30102307
Purchased: Organic bananas - 1 units,50192102
"Procurement request: Panel made of concrete, 1 pcs",30111504
Supply of 5 litre matte paint,31211504
"Invoice: Dual-band WiFi 6 router, qty 5",43222609
Line item: Yellow bananas,50192102
Acquired 5 units of House wiring cable,26121505
Order of Steamed white rice,50201700
Shipment: 5 x Yellow bananas,50192102
"Procurement request: Red Washington apples 1kg, 10 pcs",50192101
"Procurement request: Laptop with 16GB RAM, 50 pcs",43211503
Purchased: Fresh gala apples - 12 units,50192101
Purchased: Dual-band WiFi 6 router - 10 units,43222609
Line item: Yellow bananas,50192102
Bag of green apples for site delivery,50192101
Panel made of concrete for site delivery,30111504
Supply of 12-pack eggs,50131705
Order of Red Washington apples 1kg,50192101
"Procurement request: Electric cable insulated, 10 pcs",26121505
Purchased: Organic hen eggs - 1 units,50131705
Purchased: Red Washington apples 1kg - 12 units,50192101
Order of Heavy concrete board,30111504
Requisition for Dozen large eggs,50131705
Requisition for Long grain white rice,50201700
"Invoice: Steamed white rice, qty 1",50201700
Line item: Dozen large eggs,50131705
"Procurement request: Wireless internet router, 10 pcs",43222609
Purchased: Fresh gala apples - 1 units,50192101
Purchased: Precast concrete slab - 10 units,30111504
Order of House wiring cable,26121505
Order of Fresh gala apples,50192101
Shipment: 2 x Fresh gala apples,50192101
"Procurement request: 14"" business notebook, 5 pcs",43211503
Supply of Wall panel concrete 1x2m,30111504
Shipment: 25 x Heavy concrete board,30111504
Fresh ripe bananas for site delivery,50192102
Shipment: 25 x Electric cable insulated,26121505
Shipment: 25 x Wireless internet router,43222609
Acquired 5 units of Workstation laptop,43211503
Supply of Wall coating matte white,31211504
House wiring cable for site delivery,26121505
Line item: Office network router,43222609
"Purchased: 14"" business notebook - 2 units",43211503
Supply of Electric cable insulated,26121505
Electric cable insulated for site delivery,26121505
Purchased: Steel rebars 10mm - 25 units,30102307
Fresh white eggs for site delivery,50131705
Supply of Dozen large eggs,50131705
Supply of Heavy concrete board,30111504
Supply of Fresh ripe bananas,50192102
Shipment: 1 x Heavy concrete board,30111504
Shipment: 1 x White jasmine rice,50201700
Requisition for Interior wall paint white,31211504
Order of Steamed white rice,50201700
"Acquired 50 units of 14"" business notebook",43211503
Line item: Dual-band WiFi 6 router,43222609
Line item: Broadband router,43222609
Line item: Bag of green apples,50192101
Basmati rice 2kg for site delivery,50201700
Acquired 10 units of Rice 5kg bag,50201700
Line item: Steamed white rice,50201700
"Invoice: Single core copper cable, qty 10",26121505
"Invoice: 12-pack eggs, qty 1",50131705
Workstation laptop for site delivery,43211503
"Procurement request: Single core copper cable, 12 pcs",26121505
Line item: Basmati rice 2kg,50201700
Supply of Broadband router,43222609
Precast concrete slab for site delivery,30111504
Supply of Concrete wall unit,30111504
Shipment: 1 x Reinforcement bar bundle,30102307
Shipment: 1 x Dozen large eggs,50131705
Acquired 2 units of Office network router,43222609
Line item: Basmati rice 2kg,50201700
Acquired 5 units of Pro business laptop,43211503
"Invoice: Organic bananas, qty 5",50192102
Shipment: 2 x Workstation laptop,43211503
"Invoice: Interior wall paint white, qty 50",31211504
Purchased: Precast concrete slab - 1 units,30111504
Acquired 50 units of Fresh gala apples,50192101
"Procurement request: Carton of eggs, 1 pcs",50131705
Order of Electric cable insulated,26121505
Order of Workstation laptop,43211503
Order of Gigabit router,43222609
5 litre matte paint for site delivery,31211504
Flexible wire 1.5mm for site delivery,26121505
Purchased: Cavendish bananas 1kg - 5 units,50192102
Requisition for Concrete wall unit,30111504
"Invoice: Rice 5kg bag, qty 1",50201700
"Procurement request: Gigabit router, 5 pcs",43222609
Shipment: 5 x Rice 5kg bag,50201700
"Invoice: Precast concrete slab, qty 5",30111504
"Invoice: Bag of green apples, qty 12",50192101
Line item: Red Washington apples 1kg,50192101
Acquired 50 units of Gigabit router,43222609
Purchased: Concrete wall unit - 10 units,30111504
"Invoice: Precast concrete slab, qty 10",30111504
Purchased: Fresh ripe bananas - 12 units,50192102
Acquired 25 units of House wiring cable,26121505
Steamed white rice for site delivery,50201700
Line item: 100m copper wire roll,26121505
Shipment: 5 x House wiring cable,26121505
Line item: Laptop with 16GB RAM,43211503
Purchased: 5 litre matte paint - 50 units,31211504
Shipment: 5 x Wireless internet router,43222609
Shipment: 25 x Cavendish bananas 1kg,50192102
Rice 5kg bag for site delivery,50201700
House wiring cable for site delivery,26121505
Purchased: Carton of eggs - 10 units,50131705
Line item: Long grain white rice,50201700
Purchased: Mild steel bars - 50 units,30102307
"Invoice: Steamed white rice, qty 12",50201700
"Procurement request: Workstation laptop, 5 pcs",43211503
Requisition for Fresh ripe bananas,50192102
Line item: Electric cable insulated,26121505
Shipment: 1 x Interior wall paint white,31211504
Requisition for Steel rebars 10mm,30102307
Flexible wire 1.5mm for site delivery,26121505
Order of Organic apples pack,50192101
"Invoice: Steel rebars 10mm, qty 12",30102307
Requisition for Flexible wire 1.5mm,26121505
Acquired 2 units of Reinforcement bar bundle,30102307
"Procurement request: 14"" business notebook, 50 pcs",43211503
Line item: Gigabit router,43222609
Fresh ripe bananas for site delivery,50192102
Requisition for Office network router,43222609
Supply of Fresh white eggs,50131705
"Invoice: 12-pack eggs, qty 25",50131705
Panel made of concrete for site delivery,30111504
Line item: Loose apples (kg),50192101
"Procurement request: Fresh white eggs, 10 pcs",50131705
Line item: Mild steel bars,30102307
Supply of Cavendish bananas 1kg,50192102
Line item: Dual-band WiFi 6 router,43222609
Acquired 50 units of House wiring cable,26121505
"Procurement request: Rice 5kg bag, 10 pcs",50201700
"Invoice: Wireless internet router, qty 1",43222609
Acquired 5 units of White latex paint,31211504
"Procurement request: Panel made of concrete, 1 pcs",30111504
"Invoice: Broadband router, qty 1",43222609
Shipment: 10 x Workstation laptop,43211503
Supply of Interior wall paint white,31211504
Purchased: Precast concrete slab - 25 units,30111504
Laptop with 16GB RAM for site delivery,43211503
"Invoice: House wiring cable, qty 1",26121505
Acquired 12 units of Precast concrete slab,30111504
Shipment: 50 x Matte white emulsion 5L,31211504
Purchased: Bag of green apples - 5 units,50192101
Shipment: 12 x Heavy concrete board,30111504
Supply of Reinforcement bar bundle,30102307
Requisition for Organic bananas,50192102
"Invoice: 14"" business notebook, qty 5",43211503
Banana bunch large for site delivery,50192102
"Procurement request: Matte white emulsion 5L, 2 pcs",31211504
Supply of Single core copper cable,26121505
"Procurement request: 100m copper wire roll, 1 pcs",26121505
Acquired 5 units of Basmati rice 2kg,50201700
Order of Wall coating matte white,31211504
"Invoice: Fresh gala apples, qty 12",50192101
Purchased: Long grain white rice - 5 units,50201700
Shipment: 50 x 12-pack eggs,50131705
Supply of Reinforcement bar bundle,30102307
Acquired 50 units of Matte white emulsion 5L,31211504
Requisition for Matte white emulsion 5L,31211504
Line item: Carton of eggs,50131705
Requisition for Steel rebars 10mm,30102307
Requisition for Pro business laptop,43211503
"Procurement request: Wall panel concrete 1x2m, 10 pcs",30111504
Supply of Electric cable insulated,26121505
Shipment: 10 x 5 litre matte paint,31211504
"Procurement request: Steamed white rice, 12 pcs",50201700
Organic hen eggs for site delivery,50131705
Requisition for Banana bunch large,50192102
Requisition for Wireless internet router,43222609
"Procurement request: Reinforcement bar bundle, 25 pcs",30102307
Requisition for Banana bunch large,50192102
Shipment: 12 x Reinforcement bar bundle,30102307
Order of Long grain white rice,50201700
Purchased: Pro business laptop - 50 units,43211503
Acquired 50 units of Basmati rice 2kg,50201700
"Procurement request: Broadband router, 10 pcs",43222609
Requisition for White jasmine rice,50201700
"Supply of 14"" business notebook",43211503
Order of 5 litre matte paint,31211504
Purchased: Fresh white eggs - 12 units,50131705
Purchased: Mild steel bars - 50 units,30102307
Line item: Yellow bananas,50192102
Acquired 1 units of Mild steel bars,30102307
Organic apples pack for site delivery,50192101
Acquired 1 units of Broadband router,43222609
Purchased: Loose apples (kg) - 5 units,50192101
"Invoice: Electric cable insulated, qty 50",26121505
Purchased: Flexible wire 1.5mm - 5 units,26121505
"Procurement request: 10mm rebar, 10 pcs",30102307
Purchased: Wall coating matte white - 1 units,31211504
Acquired 1 units of Red Washington apples 1kg,50192101
Shipment: 1 x Flexible wire 1.5mm,26121505
Supply of 10mm rebar,30102307
Order of Interior wall paint white,31211504
Requisition for Organic bananas,50192102
"14"" business notebook for site delivery",43211503
Order of Flexible wire 1.5mm,26121505
"Invoice: House wiring cable, qty 1",26121505
Purchased: Heavy concrete board - 50 units,30111504
"Procurement request: Concrete wall unit, 10 pcs",30111504
Supply of 100m copper wire roll,26121505
12-pack eggs for site delivery,50131705
Requisition for Heavy concrete board,30111504
Purchased: Basmati rice 2kg - 10 units,50201700
Shipment: 5 x Single core copper cable,26121505
Purchased: House wiring cable - 10 units,26121505
Requisition for Organic apples pack,50192101
Shipment: 2 x 100m copper wire roll,26121505
Requisition for Precast concrete slab,30111504
"Procurement request: White latex paint, 10 pcs",31211504
Supply of Precast concrete slab,30111504
Steel rebars 10mm for site delivery,30102307
Shipment: 12 x Construction steel rods,30102307
"Invoice: Matte white emulsion 5L, qty 10",31211504
Acquired 25 units of Heavy concrete board,30111504
Order of Wall panel concrete 1x2m,30111504
Requisition for Organic hen eggs,50131705
Order of Wireless internet router,43222609
Requisition for Panel made of concrete,30111504
Purchased: Bag of green apples - 50 units,50192101
Acquired 10 units of Flexible wire 1.5mm,26121505
"Procurement request: Wireless internet router, 10 pcs",43222609
Acquired 50 units of Carton of eggs,50131705
Requisition for Fresh ripe bananas,50192102
"Invoice: Organic bananas, qty 50",50192102
Acquired 25 units of Fresh gala apples,50192101
Purchased: Cavendish bananas 1kg - 10 units,50192102
Requisition for Fresh ripe bananas,50192102
Shipment: 2 x Mild steel bars,30102307
Requisition for Flexible wire 1.5mm,26121505
"Requisition for 14"" business notebook",43211503
"Procurement request: Pro business laptop, 12 pcs",43211503
"Invoice: Gigabit router, qty 2",43222609
Purchased: Pro business laptop - 50 units,43211503
Acquired 12 units of Concrete wall unit,30111504
Shipment: 2 x Office laptop 512GB SSD,43211503
